OBJECTID,EVENT_UNIQUE_ID,OCC_DATE,OCC_YEAR,OCC_MONTH,OCC_DOW,OCC_DAY,OCC_DOY,OCC_HOUR,REPORT_DATE,REPORT_YEAR,REPORT_MONTH,REPORT_DOW,REPORT_DAY,REPORT_DOY,REPORT_HOUR,DIVISION,LOCATION_TYPE,PREMISES_TYPE,BIKE_MAKE,BIKE_MODEL,BIKE_TYPE,BIKE_SPEED,BIKE_COLOUR,BIKE_COST,STATUS,PRIMARY_OFFENCE,HOOD_158,NEIGHBOURHOOD_158,HOOD_140,NEIGHBOURHOOD_140,LONG_WGS84,LAT_WGS84,x,y
20276,GO-20199026144,8/4/2019 4:00:00 AM,2019,August,Sunday,4,216,17,8/14/2019 4:00:00 AM,2019,August,Wednesday,14,226,7,D52,"Open Areas (Lakes, Parks, Rivers)",Outside,UK,,OT,1,BLK,0,STOLEN,THEFT UNDER,166,St Lawrence-East Bayfront-The Islands (166),077,Waterfront Communities-The Island (77),-79.3739972478135,43.6185535548795,-8835872.95587405,5406600.97856478
20277,GO-20191539625,8/2/2019 4:00:00 AM,2019,August,Friday,2,214,12,8/14/2019 4:00:00 AM,2019,August,Wednesday,14,226,6,D52,"Apartment (Rooming House, Condo)",Apartment,MARIN,SAN ANSELMO,MT,21,BGE,799,STOLEN,B&E,166,St Lawrence-East Bayfront-The Islands (166),077,Waterfront Communities-The Island (77),-79.3779175452756,43.6431728822766,-8836309.36133985,5410387.3973746
20278,GO-20191541271,8/12/2019 4:00:00 AM,2019,August,Monday,12,224,15,8/14/2019 4:00:00 AM,2019,August,Wednesday,14,226,11,D22,"Apartment (Rooming House, Condo)",Apartment,UNKNOWN MAKE,,RC,18,,,STOLEN,B&E,161,Humber Bay Shores (161),017,Mimico (includes Humber Bay Shores) (17),-79.4755534143924,43.6312685122686,-8847178.13656009,5408556.32788631
20279,GO-20191539625,8/2/2019 4:00:00 AM,2019,August,Friday,2,214,12,8/14/2019 4:00:00 AM,2019,August,Wednesday,14,226,6,D52,"Apartment (Rooming House, Condo)",Apartment,DEVINCI,AMSTERDAM,MT,21,RED,1149,STOLEN,B&E,166,St Lawrence-East Bayfront-The Islands (166),077,Waterfront Communities-The Island (77),-79.3779175452756,43.6431728822766,-8836309.36133985,5410387.3973746
20280,GO-20191541271,8/12/2019 4:00:00 AM,2019,August,Monday,12,224,15,8/14/2019 4:00:00 AM,2019,August,Wednesday,14,226,11,D22,"Apartment (Rooming House, Condo)",Apartment,UNKNOWN MAKE,,MT,18,,,STOLEN,B&E,161,Humber Bay Shores (161),017,Mimico (includes Humber Bay Shores) (17),-79.4755534143924,43.6312685122686,-8847178.13656009,5408556.32788631
20281,GO-20199027044,12/9/2017 5:00:00 AM,2017,December,Saturday,9,343,16,8/14/2019 4:00:00 AM,2019,August,Wednesday,14,226,17,D42,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,OT,,OT,1,,50,STOLEN,THEFT UNDER,130,Milliken (130),130,Milliken (130),-79.3047404012069,43.8184429052721,-8828163.31893206,5437388.65848347
20282,GO-20191529334,8/8/2019 4:00:00 AM,2019,August,Thursday,8,220,12,8/14/2019 4:00:00 AM,2019,August,Wednesday,14,226,16,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,FUJI,PROFESSIONAL 3.,OT,20,REDBLK,1200,STOLEN,THEFT UNDER - BICYCLE,167,Church-Wellesley (167),075,Church-Yonge Corridor (75),-79.3867607489655,43.6702328098251,-8837293.78230611,5414550.96777431
20283,GO-20199026257,8/12/2019 4:00:00 AM,2019,August,Monday,12,224,21,8/14/2019 4:00:00 AM,2019,August,Wednesday,14,226,21,D13,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,KH,,RG,1,BLK,299,STOLEN,THEFT UNDER,096,Casa Loma (96),096,Casa Loma (96),-79.4147039381783,43.6767617226138,-8840404.40387673,5415555.81872605
20284,GO-20199026269,8/13/2019 4:00:00 AM,2019,August,Tuesday,13,225,21,8/14/2019 4:00:00 AM,2019,August,Wednesday,14,226,23,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,NO,YORKVILLE,RG,21,BLK,736.760009765625,STOLEN,THEFT UNDER,169,Bay-Cloverhill (169),076,Bay Street Corridor (76),-79.3880083482595,43.6699987097251,-8837432.66439151,5414514.93997706
20285,GO-20199026256,8/13/2019 4:00:00 AM,2019,August,Tuesday,13,225,23,8/14/2019 4:00:00 AM,2019,August,Wednesday,14,226,20,D53,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,UK,LAGER,RG,1,BLK,650,STOLEN,THEFT UNDER - BICYCLE,095,Annex (95),095,Annex (95),-79.3941327446848,43.668719909127,-8838114.42914696,5414318.13603651
20286,GO-20199026263,8/14/2019 4:00:00 AM,2019,August,Wednesday,14,226,17,8/14/2019 4:00:00 AM,2019,August,Wednesday,14,226,21,D52,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,IN,2018,EL,6,GLD,2200,STOLEN,THEFT UNDER,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),-79.3855491405765,43.6460531851568,-8837158.90672051,5410830.48540655
20287,GO-20199026253,8/14/2019 4:00:00 AM,2019,August,Wednesday,14,226,17,8/14/2019 4:00:00 AM,2019,August,Wednesday,14,226,19,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,OT,SIRRUS BLACK,RG,21,BLK,650,STOLEN,THEFT UNDER,168,Downtown Yonge East (168),075,Church-Yonge Corridor (75),-79.3778924452923,43.6491434882471,-8836306.56722064,5411305.90216847
20288,GO-20199026250,8/14/2019 4:00:00 AM,2019,August,Wednesday,14,226,8,8/14/2019 4:00:00 AM,2019,August,Wednesday,14,226,19,D22,Go Station,Transit,TR,,RG,21,BLK,0,STOLEN,THEFT UNDER,019,Long Branch (19),019,Long Branch (19),-79.545564658638,43.590936463687,-8854971.7527033,5402355.35229887
20289,GO-20199026248,8/13/2019 4:00:00 AM,2019,August,Tuesday,13,225,23,8/14/2019 4:00:00 AM,2019,August,Wednesday,14,226,19,D53,"Apartment (Rooming House, Condo)",Apartment,OT,CARBON C3,RC,11,BLK,0,STOLEN,THEFT UNDER - BICYCLE,173,North Toronto (173),104,Mount Pleasant West (104),-79.3932789526876,43.7090721092575,-8838019.38545628,5420530.25088084
20290,GO-20199026258,8/13/2019 4:00:00 AM,2019,August,Tuesday,13,225,19,8/14/2019 4:00:00 AM,2019,August,Wednesday,14,226,19,D14,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,KO,DEW PLUS,OT,9,GRY,800,STOLEN,THEFT UNDER - BICYCLE,081,Trinity-Bellwoods (81),081,Trinity-Bellwoods (81),-79.4115887297066,43.651172194139,-8840057.62050846,5411618.01458514
20291,GO-20199026238,8/14/2019 4:00:00 AM,2019,August,Wednesday,14,226,16,8/14/2019 4:00:00 AM,2019,August,Wednesday,14,226,18,D12,"Other Non Commercial / Corporate Places (Non-Profit, Gov'T, Firehall)",Other,UK,,RG,10,BLK,0,STOLEN,THEFT UNDER,110,Keelesdale-Eglinton West (110),110,Keelesdale-Eglinton West (110),-79.4827510880629,43.688324993093,-8847979.37796467,5417335.7650643
20292,GO-20199026208,8/14/2019 4:00:00 AM,2019,August,Wednesday,14,226,0,8/14/2019 4:00:00 AM,2019,August,Wednesday,14,226,16,D52,"Apartment (Rooming House, Condo)",Apartment,CC,APEX,MT,24,PNK,200,STOLEN,THEFT UNDER,164,Wellington Place (164),077,Waterfront Communities-The Island (77),-79.3899764377768,43.6437026828064,-8837651.75116814,5410468.89709527
20293,GO-20199026191,8/14/2019 4:00:00 AM,2019,August,Wednesday,14,226,11,8/14/2019 4:00:00 AM,2019,August,Wednesday,14,226,15,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,OT,,RG,21,GRY,200,STOLEN,THEFT UNDER,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),-79.3846897449087,43.6580892971931,-8837063.2391954,5412682.27650158
20294,GO-20199026187,8/9/2019 4:00:00 AM,2019,August,Friday,9,221,18,8/14/2019 4:00:00 AM,2019,August,Wednesday,14,226,14,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,OT,CLASSIC FIXED G,RC,1,GRY,278.420013427734,STOLEN,THEFT UNDER,073,Moss Park (73),073,Moss Park (73),-79.3719025504383,43.6504605895642,-8835639.77515933,5411508.53451291
20295,GO-20199026179,8/11/2019 4:00:00 AM,2019,August,Sunday,11,223,18,8/14/2019 4:00:00 AM,2019,August,Wednesday,14,226,14,D14,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,KO,HONKY TONK,RG,9,BLK,0,STOLEN,THEFT UNDER - BICYCLE,172,Dovercourt Village (172),093,Dovercourt-Wallace Emerson-Junction (93),-79.4377833238244,43.6686586200028,-8842973.58937407,5414308.70393404
20296,GO-20199026173,8/3/2019 4:00:00 AM,2019,August,Saturday,3,215,20,8/14/2019 4:00:00 AM,2019,August,Wednesday,14,226,12,D41,"Single Home, House (Attach Garage, Cottage, Mobile)",House,CC,,MT,21,YEL,750,STOLEN,THEFT UNDER,123,Cliffcrest (123),123,Cliffcrest (123),-79.2476240152497,43.7146563035716,-8821805.1519266,5421390.252326
20297,GO-20199026172,8/14/2019 4:00:00 AM,2019,August,Wednesday,14,226,0,8/14/2019 4:00:00 AM,2019,August,Wednesday,14,226,12,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,TR,,RG,6,GRY,350,STOLEN,THEFT UNDER,169,Bay-Cloverhill (169),076,Bay Street Corridor (76),-79.3870670479449,43.6685417079251,-8837327.87935482,5414290.71172785
20298,GO-20199026164,7/16/2019 4:00:00 AM,2019,July,Tuesday,16,197,10,8/14/2019 4:00:00 AM,2019,August,Wednesday,14,226,11,D55,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,UK,GRANDFONDO GF01,RC,22,BLK,4300,STOLEN,THEFT UNDER,070,South Riverdale (70),070,South Riverdale (70),-79.3341652985511,43.6658536485793,-8831438.88359407,5413877.0417727
20299,GO-20199026123,8/13/2019 4:00:00 AM,2019,August,Tuesday,13,225,8,8/14/2019 4:00:00 AM,2019,August,Wednesday,14,226,6,D53,"Other Non Commercial / Corporate Places (Non-Profit, Gov'T, Firehall)",Other,OT,CASE 7D,RG,7,BRN,900,STOLEN,THEFT UNDER - BICYCLE,056,Leaside-Bennington (56),056,Leaside-Bennington (56),-79.3688807840777,43.6842090594606,-8835303.39370691,5416702.15568002
20300,GO-20199026133,7/21/2019 4:00:00 AM,2019,July,Sunday,21,202,12,8/14/2019 4:00:00 AM,2019,August,Wednesday,14,226,12,D52,"Apartment (Rooming House, Condo)",Apartment,OT,,RG,21,BLK,200,STOLEN,THEFT UNDER,165,Harbourfront-CityPlace (165),077,Waterfront Communities-The Island (77),-79.3836640414446,43.641588980667,-8836949.05834842,5410143.74887601
20301,GO-20199026355,8/7/2019 4:00:00 AM,2019,August,Wednesday,7,219,15,8/15/2019 4:00:00 AM,2019,August,Thursday,15,227,15,D55,"Single Home, House (Attach Garage, Cottage, Mobile)",House,RA,,MT,12,,400,STOLEN,THEFT UNDER,070,South Riverdale (70),070,South Riverdale (70),-79.3485428759786,43.6639623114607,-8833039.38814455,5413585.99166456
20302,GO-20199026293,8/13/2019 4:00:00 AM,2019,August,Tuesday,13,225,9,8/15/2019 4:00:00 AM,2019,August,Thursday,15,227,20,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,MO,,RG,21,GRY,100,STOLEN,THEFT UNDER,168,Downtown Yonge East (168),075,Church-Yonge Corridor (75),-79.3742757498698,43.6535016926053,-8835903.95857488,5411976.41641519
20303,GO-20199026294,8/15/2019 4:00:00 AM,2019,August,Thursday,15,227,17,8/15/2019 4:00:00 AM,2019,August,Thursday,15,227,21,D51,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,MA,,RC,21,SIL,1100,STOLEN,THEFT UNDER,074,North St.James Town (74),074,North St.James Town (74),-79.3783339514245,43.6662819053856,-8836355.71544373,5413942.94557378
20304,GO-20199026371,8/15/2019 4:00:00 AM,2019,August,Thursday,15,227,8,8/15/2019 4:00:00 AM,2019,August,Thursday,15,227,16,D53,Ttc Subway Station,Transit,GI,GIANT ESCAPE 2,RG,24,SIL,699,STOLEN,THEFT UNDER,174,South Eglinton-Davisville (174),104,Mount Pleasant West (104),-79.3978414478435,43.7043523120344,-8838527.28007643,5419803.43468732
20305,GO-20199026407,8/15/2019 4:00:00 AM,2019,August,Thursday,15,227,13,8/15/2019 4:00:00 AM,2019,August,Thursday,15,227,21,D13,"Private Property Structure (Pool, Shed, Detached Garage)",Other,RA,PEAK 6061,MT,21,RED,250,STOLEN,THEFT UNDER - BICYCLE,094,Wychwood (94),094,Wychwood (94),-79.4165794371781,43.678772522489,-8840613.18347039,5415865.31849486
20306,GO-20191549156,8/11/2019 4:00:00 AM,2019,August,Sunday,11,223,1,8/15/2019 4:00:00 AM,2019,August,Thursday,15,227,12,D31,"Single Home, House (Attach Garage, Cottage, Mobile)",House,SUPERCYCLE,NITRO XT,MT,21,GRYONG,160,STOLEN,THEFT UNDER - BICYCLE,027,York University Heights (27),027,York University Heights (27),-79.5045159118984,43.7663734807339,-8850402.22708955,5429358.83675183
20307,GO-20199026312,8/14/2019 4:00:00 AM,2019,August,Wednesday,14,226,22,8/15/2019 4:00:00 AM,2019,August,Thursday,15,227,12,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,UK,,RG,16,PNK,0,STOLEN,THEFT UNDER,073,Moss Park (73),073,Moss Park (73),-79.3558020640381,43.656528295632,-8833847.47725629,5412442.09097799
20308,GO-20199026402,8/13/2019 4:00:00 AM,2019,August,Tuesday,13,225,21,8/15/2019 4:00:00 AM,2019,August,Thursday,15,227,20,D55,"Single Home, House (Attach Garage, Cottage, Mobile)",House,TR,,RG,21,,400,STOLEN,THEFT UNDER,063,The Beaches (63),063,The Beaches (63),-79.3016106439175,43.6743852247782,-8827814.91597652,5415190.04437807
20309,GO-20199026307,8/14/2019 4:00:00 AM,2019,August,Wednesday,14,226,0,8/15/2019 4:00:00 AM,2019,August,Thursday,15,227,11,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,PE,,TO,10,MRN,200,STOLEN,THEFT FROM MOTOR VEHICLE UNDER,071,Cabbagetown-South St.James Town (71),071,Cabbagetown-South St.James Town (71),-79.3743374529688,43.6629221020259,-8835910.82732142,5413425.92215304
20310,GO-20199026323,8/10/2019 4:00:00 AM,2019,August,Saturday,10,222,16,8/15/2019 4:00:00 AM,2019,August,Thursday,15,227,13,D14,"Apartment (Rooming House, Condo)",Apartment,RA,RUSH HOUR,RG,1,ONG,500,STOLEN,THEFT UNDER - BICYCLE,083,Dufferin Grove (83),083,Dufferin Grove (83),-79.4347497217488,43.6583353090222,-8842635.89034416,5412720.13003924
20311,GO-20199026318,8/2/2019 4:00:00 AM,2019,August,Friday,2,214,12,8/15/2019 4:00:00 AM,2019,August,Thursday,15,227,12,D52,"Apartment (Rooming House, Condo)",Apartment,UK,TARMAC SL4 COMP,RC,30,RED,4900,STOLEN,THEFT UNDER,164,Wellington Place (164),077,Waterfront Communities-The Island (77),-79.3899764377768,43.6437026828064,-8837651.75116814,5410468.89709527
20312,GO-20199026314,8/14/2019 4:00:00 AM,2019,August,Wednesday,14,226,21,8/15/2019 4:00:00 AM,2019,August,Thursday,15,227,12,D53,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,GI,GX-28,MT,27,BLK,1200,STOLEN,THEFT UNDER,095,Annex (95),095,Annex (95),-79.3900402489974,43.6742305153628,-8837658.85457617,5415166.23297326
20313,GO-20199026284,8/14/2019 4:00:00 AM,2019,August,Wednesday,14,226,22,8/15/2019 4:00:00 AM,2019,August,Thursday,15,227,9,D55,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,SPECIALIZED,SIRRUS,RG,24,BLK,999,STOLEN,THEFT UNDER,068,North Riverdale (68),068,North Riverdale (68),-79.3563566846388,43.6766825434319,-8833909.21738359,5415543.63164772
20314,GO-20199026309,8/12/2019 4:00:00 AM,2019,August,Monday,12,224,18,8/15/2019 4:00:00 AM,2019,August,Thursday,15,227,11,D43,"Open Areas (Lakes, Parks, Rivers)",Outside,UK,,RG,7,BLU,300,STOLEN,THEFT UNDER,156,Bendale-Glen Andrew (156),127,Bendale (127),-79.2542411407459,43.7766362676131,-8822541.76702343,5430940.94632307
20315,GO-20191552501,8/15/2019 4:00:00 AM,2019,August,Thursday,15,227,12,8/15/2019 4:00:00 AM,2019,August,Thursday,15,227,20,D55,"Open Areas (Lakes, Parks, Rivers)",Outside,DEVINCI,ST TROPEZ,RG,12,GRYBLU,600,STOLEN,THEFT UNDER - BICYCLE,070,South Riverdale (70),070,South Riverdale (70),-79.3148386185394,43.6623287798815,-8829287.44741774,5413334.62177916
20316,GO-20199026277,8/14/2019 4:00:00 AM,2019,August,Wednesday,14,226,22,8/15/2019 4:00:00 AM,2019,August,Thursday,15,227,0,D51,"Apartment (Rooming House, Condo)",Apartment,FJ,FUJI TRACK,RG,1,BLK,900,STOLEN,THEFT UNDER,167,Church-Wellesley (167),075,Church-Yonge Corridor (75),-79.3801027493832,43.6636958027995,-8836552.61713641,5413544.98059826
20317,GO-20199026293,8/13/2019 4:00:00 AM,2019,August,Tuesday,13,225,9,8/15/2019 4:00:00 AM,2019,August,Thursday,15,227,20,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,MO,,RG,27,GRY,100,STOLEN,THEFT UNDER,168,Downtown Yonge East (168),075,Church-Yonge Corridor (75),-79.3742757498698,43.6535016926053,-8835903.95857488,5411976.41641519
20318,GO-20199026289,8/15/2019 4:00:00 AM,2019,August,Thursday,15,227,9,8/15/2019 4:00:00 AM,2019,August,Thursday,15,227,9,D55,"Private Property Structure (Pool, Shed, Detached Garage)",Other,NO,,TO,3,BLK,850,STOLEN,THEFT UNDER,063,The Beaches (63),063,The Beaches (63),-79.30483843472,43.6662874054584,-8828174.23202703,5413943.79196522
20319,GO-20199026275,8/15/2019 4:00:00 AM,2019,August,Thursday,15,227,6,8/15/2019 4:00:00 AM,2019,August,Thursday,15,227,8,D11,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,GENESIS,VORTEX,OT,1,BLK,640,STOLEN,THEFT UNDER,171,Junction-Wallace Emerson (171),093,Dovercourt-Wallace Emerson-Junction (93),-79.442302422009,43.6689814214509,-8843476.65306228,5414358.38166969
20320,GO-20199026367,8/15/2019 4:00:00 AM,2019,August,Thursday,15,227,8,8/15/2019 4:00:00 AM,2019,August,Thursday,15,227,16,D52,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,UK,,MT,24,,400,STOLEN,THEFT UNDER,166,St Lawrence-East Bayfront-The Islands (166),077,Waterfront Communities-The Island (77),-79.3774479455886,43.6420757811794,-8836257.08581829,5410218.63171664
20321,GO-20199026275,8/15/2019 4:00:00 AM,2019,August,Thursday,15,227,6,8/15/2019 4:00:00 AM,2019,August,Thursday,15,227,8,D11,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,OT,BLACK VORTEX,OT,1,BLK,640,STOLEN,THEFT UNDER,171,Junction-Wallace Emerson (171),093,Dovercourt-Wallace Emerson-Junction (93),-79.442302422009,43.6689814214509,-8843476.65306228,5414358.38166969
20322,GO-20199026357,8/15/2019 4:00:00 AM,2019,August,Thursday,15,227,11,8/15/2019 4:00:00 AM,2019,August,Thursday,15,227,16,D22,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,KH,SPORT,MT,7,BLK,0,STOLEN,THEFT UNDER,159,Etobicoke City Centre (159),014,Islington-City Centre West (14),-79.5547058905045,43.6327945145423,-8855989.34999476,5408791.02961718
20323,GO-20191549443,8/15/2019 4:00:00 AM,2019,August,Thursday,15,227,12,8/15/2019 4:00:00 AM,2019,August,Thursday,15,227,13,D13,Bar / Restaurant,Commercial,OTHER,FIXATION,MT,18,REDYEL,,STOLEN,THEFT UNDER - BICYCLE,092,Corso Italia-Davenport (92),092,Corso Italia-Davenport (92),-79.4430868175514,43.6780209146821,-8843563.97162558,5415749.6308336
20324,GO-20191545428,8/13/2019 4:00:00 AM,2019,August,Tuesday,13,225,23,8/15/2019 4:00:00 AM,2019,August,Thursday,15,227,9,D22,"Single Home, House (Attach Garage, Cottage, Mobile)",House,FELT,ZW3,TO,21,WHI,4000,STOLEN,THEFT UNDER - BICYCLE,010,Princess-Rosethorn (10),010,Princess-Rosethorn (10),-79.5279107917591,43.654881427984,-8853006.53321832,5412188.70018108
20325,GO-20199026353,8/15/2019 4:00:00 AM,2019,August,Thursday,15,227,13,8/15/2019 4:00:00 AM,2019,August,Thursday,15,227,15,D32,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,OT,ROAD BIKE,RC,1,WHI,2000,STOLEN,THEFT UNDER - BICYCLE,037,Willowdale West (37),037,Willowdale West (37),-79.4162855680269,43.7685487878757,-8840580.47012296,5429694.15905182
20326,GO-20191549188,8/11/2019 4:00:00 AM,2019,August,Sunday,11,223,15,8/16/2019 4:00:00 AM,2019,August,Friday,16,228,17,D53,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,ATALA,VINTAGE,OT,5,BRZ,400,STOLEN,THEFT UNDER - BICYCLE,098,Rosedale-Moore Park (98),098,Rosedale-Moore Park (98),-79.389869569075,43.6889906509479,-8837639.85456548,5417438.24094618
20327,GO-20199026387,8/3/2019 4:00:00 AM,2019,August,Saturday,3,215,11,8/16/2019 4:00:00 AM,2019,August,Friday,16,228,17,D13,"Private Property Structure (Pool, Shed, Detached Garage)",Other,NO,STORM,MT,27,GRY,250,STOLEN,THEFT UNDER - BICYCLE,092,Corso Italia-Davenport (92),092,Corso Italia-Davenport (92),-79.4500791063254,43.683457294364,-8844342.34956522,5416586.4332138
20328,GO-20191558176,8/7/2019 4:00:00 AM,2019,August,Wednesday,7,219,12,8/16/2019 4:00:00 AM,2019,August,Friday,16,228,16,D14,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,TREK,SOHO,RG,0,BLK,400,STOLEN,THEFT UNDER - BICYCLE,162,West Queen West (162),082,Niagara (82),-79.4086341304539,43.6427128846069,-8839728.71594096,5410316.63624322
20329,GO-20199026533,8/16/2019 4:00:00 AM,2019,August,Friday,16,228,16,8/16/2019 4:00:00 AM,2019,August,Friday,16,228,18,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,OT,MALE BICYCLE,RG,6,BLK,100,STOLEN,THEFT UNDER,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),-79.3807069451267,43.6521346912383,-8836619.87592747,5411766.09653764
20330,GO-20199026524,8/16/2019 4:00:00 AM,2019,August,Friday,16,228,11,8/16/2019 4:00:00 AM,2019,August,Friday,16,228,17,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,CC,,MT,7,TRQ,0,STOLEN,THEFT UNDER,072,Regent Park (72),072,Regent Park (72),-79.3630013598392,43.6600896991935,-8834648.89922107,5412990.08018074
20331,GO-20191558785,8/7/2019 4:00:00 AM,2019,August,Wednesday,7,219,17,8/16/2019 4:00:00 AM,2019,August,Friday,16,228,17,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,CCM,,MT,14,BLUWHI,400,STOLEN,THEFT UNDER - BICYCLE,166,St Lawrence-East Bayfront-The Islands (166),077,Waterfront Communities-The Island (77),-79.3790877444954,43.6459171850208,-8836439.62729666,5410809.56352826
20332,GO-20199026514,8/16/2019 4:00:00 AM,2019,August,Friday,16,228,7,8/16/2019 4:00:00 AM,2019,August,Friday,16,228,17,D51,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,OT,,RG,8,RED,1300,STOLEN,THEFT UNDER,167,Church-Wellesley (167),075,Church-Yonge Corridor (75),-79.3797337493324,43.662805301909,-8836511.54024431,5413407.94890076
20333,GO-20199026465,6/14/2019 4:00:00 AM,2019,June,Friday,14,165,12,8/16/2019 4:00:00 AM,2019,August,Friday,16,228,12,D14,"Apartment (Rooming House, Condo)",Apartment,CC,,MT,21,BLU,400,STOLEN,THEFT UNDER - BICYCLE,078,Kensington-Chinatown (78),078,Kensington-Chinatown (78),-79.4023496325487,43.6484052882923,-8839029.12893503,5411192.33417041
20334,GO-20199026414,8/15/2019 4:00:00 AM,2019,August,Thursday,15,227,23,8/16/2019 4:00:00 AM,2019,August,Friday,16,228,20,D51,"Apartment (Rooming House, Condo)",Apartment,OT,700C 36VBIKE,OT,20,LBL,1200,STOLEN,THEFT UNDER,167,Church-Wellesley (167),075,Church-Yonge Corridor (75),-79.3813498495625,43.6666985058022,-8836691.4437847,5414007.05625207
20335,GO-20191554402,8/16/2019 4:00:00 AM,2019,August,Friday,16,228,6,8/16/2019 4:00:00 AM,2019,August,Friday,16,228,6,D33,"Single Home, House (Attach Garage, Cottage, Mobile)",House,CCM,HIGH 10,RG,7,RED,,RECOVERED,THEFT FROM MOTOR VEHICLE UNDER,053,Henry Farm (53),053,Henry Farm (53),-79.3509095544404,43.7699092152588,-8833302.84553438,5429903.87427537
